timestamp,sensor_temp,setpoint,gas_flow,air_flow,furnace_load,ambient_temp,gas_pressure,energy_consumption
2026-01-01 00:27:20,781.674,780.18,57.685,77.841,717.441,20.866,5.25,271.813
2026-01-01 00:27:40,781.471,780.18,59.904,77.225,790.664,20.149,5.331,288.266
2026-01-01 00:28:00,780.949,780.18,57.929,77.934,709.752,19.859,5.361,277.115
2026-01-01 00:28:20,781.481,780.18,56.15,75.955,681.232,20.45,5.164,259.099
2026-01-01 00:28:40,781.361,780.19,58.031,78.303,703.72,19.893,5.217,270.052
2026-01-01 00:29:00,781.317,780.19,52.135,76.909,722.491,19.827,5.248,246.179
2026-01-01 00:29:20,781.43,780.19,53.096,73.434,709.983,20.813,5.202,245.745
2026-01-01 00:29:40,781.567,780.19,55.974,76.331,692.829,19.875,5.258,264.791
2026-01-01 00:30:00,781.354,780.2,58.239,74.896,644.33,18.458,5.443,280.926
2026-01-01 00:30:20,781.266,780.2,54.211,74.404,748.123,20.26,5.418,262.191
2026-01-01 00:30:40,781.483,780.2,56.531,73.249,680.136,19.816,5.278,266.641
2026-01-01 00:31:00,781.945,780.2,55.854,77.385,786.865,19.881,5.373,267.419
2026-01-01 00:31:20,782.081,780.2,51.446,72.123,705.173,20.328,5.238,239.996
2026-01-01 00:31:40,782.181,780.21,51.175,77.244,699.251,19.958,5.488,250.876
2026-01-01 00:32:00,782.216,780.21,56.446,75.304,701.995,20.187,5.317,265.779
2026-01-01 00:32:20,782.218,780.21,61.613,82.092,730.688,18.846,5.172,283.281
2026-01-01 00:32:40,781.993,780.21,55.385,71.761,685.656,19.495,5.514,272.042
2026-01-01 00:33:00,782.224,780.22,55.26,77.461,694.975,20.904,5.312,262.839
2026-01-01 00:33:20,782.566,780.22,56.234,75.981,754.077,20.052,5.5,275.451
2026-01-01 00:33:40,782.534,780.22,51.398,74.965,680.985,19.061,5.412,246.971
2026-01-01 00:34:00,781.878,780.22,57.689,77.088,752.162,19.422,5.363,275.47
2026-01-01 00:34:20,781.895,780.22,59.44,76.799,765.436,19.472,5.194,275.641
2026-01-01 00:34:40,781.445,780.23,60.836,78.086,758.951,20.13,5.351,292.32
2026-01-01 00:35:00,781.719,780.23,55.252,77.013,740.125,19.81,5.219,259.652
2026-01-01 00:35:20,781.822,780.23,53.837,78.312,649.128,19.676,5.318,255.84
2026-01-01 00:35:40,781.918,780.23,53.974,71.856,676.536,20.075,5.359,256.694
2026-01-01 00:36:00,782.03,780.23,58.135,75.852,670.726,20.361,5.453,281.175
2026-01-01 00:36:20,782.006,780.24,55.522,75.803,715.39,19.92,5.3,261.917
2026-01-01 00:36:40,782.477,780.24,54.767,71.348,734.521,19.732,5.522,270.233
2026-01-01 00:37:00,782.675,780.24,54.884,75.423,680.212,19.825,5.228,258.024
2026-01-01 00:37:20,782.709,780.24,56.187,76.51,726.734,20.283,5.286,264.293
2026-01-01 00:37:40,782.804,780.25,54.026,72.699,765.987,20.076,5.367,261.94
2026-01-01 00:38:00,782.955,780.25,50.976,71.823,690.946,20.543,5.168,238.88
2026-01-01 00:38:20,782.446,780.25,57.072,75.507,699.747,19.394,5.261,265.268
2026-01-01 00:38:40,782.438,780.25,55.77,76.585,790.409,19.62,5.394,269.711
2026-01-01 00:39:00,781.837,780.25,51.161,72.994,696.223,20.551,5.432,248.819
2026-01-01 00:39:20,781.926,780.26,53.738,72.804,754.039,19.607,5.28,255.642
2026-01-01 00:39:40,781.691,780.26,59.053,76.396,795.085,20.92,5.317,280.206
2026-01-01 00:40:00,781.646,780.26,57.553,72.481,686.833,20.934,5.401,276.863
2026-01-01 00:40:20,781.622,780.26,54.248,74.673,690.879,20.928,5.223,251.711
2026-01-01 00:40:40,781.613,780.26,55.973,75.668,730.94,19.566,5.348,267.238
2026-01-01 00:41:00,781.399,780.27,57.69,76.67,745.075,20.142,5.345,273.125
2026-01-01 00:41:20,781.302,780.27,59.244,77.81,713.835,19.801,5.506,289.857
2026-01-01 00:41:40,781.649,780.27,60.541,75.79,832.087,20.653,5.409,291.615
2026-01-01 00:42:00,782.12,780.27,57.172,75.28,768.288,21.124,5.369,275.008
2026-01-01 00:42:20,782.366,780.28,56.366,73.774,708.524,20.626,5.43,271.972
2026-01-01 00:42:40,782.616,780.28,49.136,72.353,683.915,20.109,5.387,234.254
2026-01-01 00:43:00,782.095,780.28,53.267,74.641,743.215,19.886,5.296,254.165
2026-01-01 00:43:20,782.302,780.28,57.231,77.184,766.462,20.496,5.429,280.288
2026-01-01 00:43:40,781.753,780.28,56.958,75.195,830.196,19.375,5.441,276.717
2026-01-01 00:44:00,782.195,780.29,56.168,72.01,751.447,20.432,5.348,268.491
2026-01-01 00:44:20,782.361,780.29,58.891,75.403,737.763,19.563,5.391,284.963
2026-01-01 00:44:40,782.769,780.29,51.383,76.961,705.403,20.486,5.532,255.509
2026-01-01 00:45:00,782.682,780.29,61.812,77.486,766.67,20.019,5.393,297.707
2026-01-01 00:45:20,782.808,780.29,58.843,79.488,796.406,19.884,5.361,283.879
2026-01-01 00:45:40,783.142,780.3,56.606,71.368,670.873,19.587,5.298,264.547
2026-01-01 00:46:00,782.906,780.3,49.259,71.798,755.314,19.906,5.308,235.903
2026-01-01 00:46:20,782.806,780.3,53.676,74.418,706.693,20.456,5.389,259.905
2026-01-01 00:46:40,782.429,780.3,51.299,73.194,692.154,20.75,5.332,246.69
2026-01-01 00:47:00,782.096,780.31,59.226,83.396,830.115,20.442,5.431,288.62
2026-01-01 00:47:20,782.564,780.31,58.836,79.441,794.455,20.946,5.35,282.982
2026-01-01 00:47:40,782.126,780.31,55.143,74.297,727.885,21.653,5.614,275.771
2026-01-01 00:48:00,782.392,780.31,58.387,75.818,748.535,19.936,5.404,279.147
2026-01-01 00:48:20,782.652,780.31,55.273,75.935,742.158,20.009,5.26,258.948
2026-01-01 00:48:40,782.968,780.32,52.375,74.102,706.415,19.271,5.403,253.857
2026-01-01 00:49:00,783.236,780.32,60.93,79.021,733.362,20.851,5.359,290.183
2026-01-01 00:49:20,782.936,780.32,54.129,75.226,793.605,20.918,5.447,265.904
2026-01-01 00:49:40,783.022,780.32,52.672,73.622,733.492,19.62,5.391,254.534
2026-01-01 00:50:00,783.433,780.32,55.679,76.53,780.458,20.513,5.425,269.86
2026-01-01 00:50:20,782.99,780.33,55.019,75.778,735.086,20.874,5.609,275.422
2026-01-01 00:50:40,782.938,780.33,57.065,77.078,707.53,20.282,5.376,271.977
2026-01-01 00:51:00,782.788,780.33,55.376,74.093,815.185,20.656,5.453,273.223
2026-01-01 00:51:20,782.858,780.33,50.705,75.545,666.186,20.255,5.484,247.192
2026-01-01 00:51:40,782.617,780.34,56.648,75.172,842.99,19.422,5.421,275.532
2026-01-01 00:52:00,782.477,780.34,59.212,76.464,808.185,20.783,5.268,279.055
2026-01-01 00:52:20,781.989,780.34,58.169,74.076,772.109,20.951,5.46,285.699
2026-01-01 00:52:40,782.269,780.34,56.266,73.216,744.43,20.598,5.24,264.447
2026-01-01 00:53:00,782.343,780.34,60.365,76.69,748.542,19.587,5.536,296.938
2026-01-01 00:53:20,782.737,780.35,55.989,76.671,774.813,19.711,5.296,265.698
2026-01-01 00:53:40,782.506,780.35,54.263,72.311,774.617,19.485,5.558,271.69
2026-01-01 00:54:00,782.574,780.35,55.941,72.001,723.738,20.628,5.409,271.648
2026-01-01 00:54:20,782.715,780.35,55.65,74.592,770.547,20.929,5.473,272.825
2026-01-01 00:54:40,782.813,780.35,56.021,77.678,779.733,20.425,5.445,273.679
2026-01-01 00:55:00,782.88,780.36,53.135,71.079,755.153,20.736,5.483,261.763
2026-01-01 00:55:20,782.666,780.36,58.451,76.128,870.035,19.653,5.248,276.763
2026-01-01 00:55:40,782.587,780.36,59.182,77.207,763.83,20.264,5.355,283.87
2026-01-01 00:56:00,782.679,780.36,53.469,76.378,691.093,19.356,5.44,259.155
2026-01-01 00:56:20,782.698,780.36,59.23,80.813,725.563,19.717,5.412,287.748
2026-01-01 00:56:40,782.993,780.37,57.82,76.504,803.265,20.71,5.377,278.362
2026-01-01 00:57:00,782.746,780.37,57.681,76.637,739.675,20.041,5.425,279.318
2026-01-01 00:57:20,782.838,780.37,53.274,70.187,728.039,20.912,5.393,257.538
2026-01-01 00:57:40,782.626,780.37,55.537,76.446,836.124,20.512,5.588,281.728
2026-01-01 00:58:00,782.205,780.38,51.36,73.908,781.544,21.832,5.519,255.448
2026-01-01 00:58:20,781.91,780.38,51.546,75.392,747.418,20.25,5.532,257.606
2026-01-01 00:58:40,781.903,780.38,55.877,71.87,650.444,19.352,5.558,277.295
2026-01-01 00:59:00,781.775,780.38,55.151,75.943,803.518,20.177,5.454,270.013
2026-01-01 00:59:20,782.099,780.38,56.417,75.054,776.86,19.622,5.34,271.589
2026-01-01 00:59:40,782.083,780.39,60.091,76.843,835.256,20.789,5.393,287.797
2026-01-01 01:00:00,782.219,780.39,56.501,77.354,728.022,20.23,5.445,276.045
2026-01-01 01:00:20,782.724,780.39,57.113,76.393,761.037,20.124,5.429,276.293
2026-01-01 01:00:40,782.919,780.39,59.372,81.966,791.823,20.135,5.312,281.628
2026-01-01 01:01:00,783.066,780.39,60.253,78.932,835.452,20.655,5.447,292.647
2026-01-01 01:01:20,783.278,780.4,55.222,76.103,791.112,19.942,5.33,265.403
2026-01-01 01:01:40,783.527,780.4,55.995,74.572,748.191,20.682,5.575,278.883
2026-01-01 01:02:00,783.687,780.4,59.594,77.285,838.967,20.846,5.483,292.727
2026-01-01 01:02:20,783.511,780.4,55.71,75.887,767.054,20.015,5.406,269.921
2026-01-01 01:02:40,783.194,780.41,59.721,77.061,789.745,19.667,5.427,290.331
2026-01-01 01:03:00,783.325,780.41,57.799,79.967,815.958,19.917,5.561,287.224
2026-01-01 01:03:20,783.346,780.41,59.987,79.29,853.054,20.654,5.304,284.727
2026-01-01 01:03:40,783.312,780.41,59.149,79.761,799.839,20.286,5.386,283.819
2026-01-01 01:04:00,783.09,780.41,58.071,74.965,900.194,20.61,5.467,284.414
2026-01-01 01:04:20,782.98,780.42,55.633,73.406,780.261,21.293,5.261,262.95
2026-01-01 01:04:40,782.453,780.42,59.429,76.915,798.023,20.376,5.415,290.095
2026-01-01 01:05:00,782.592,780.42,56.672,72.577,757.492,19.754,5.391,272.501
2026-01-01 01:05:20,782.791,780.42,54.026,75.61,800.364,20.877,5.625,272.516
2026-01-01 01:05:40,782.761,780.42,57.428,78.462,799.733,20.275,5.417,278.384
2026-01-01 01:06:00,782.793,780.43,61.499,76.186,833.93,20.771,5.346,295.432
2026-01-01 01:06:20,782.835,780.43,56.117,75.971,807.385,20.889,5.358,270.557
2026-01-01 01:06:40,782.863,780.43,56.133,76.24,764.162,19.677,5.214,262.084
2026-01-01 01:07:00,782.692,780.43,59.146,78.545,799.93,21.084,5.565,293.203
2026-01-01 01:07:20,783.253,780.43,56.283,74.109,758.636,20.8,5.439,275.31
2026-01-01 01:07:40,783.248,780.44,57.261,76.144,814.118,19.897,5.417,279.094
2026-01-01 01:08:00,783.3685,780.44,54.859,77.719,764.724,20.445,5.507,270.529
2026-01-01 01:08:20,783.489,780.44,53.215,75.233,727.469,20.419,5.476,261.845
2026-01-01 01:08:40,783.322,780.44,49.617,71.396,740.015,20.282,5.434,242.991
2026-01-01 01:09:00,782.613,780.44,58.507,76.725,738.482,20.793,5.353,280.486
2026-01-01 01:09:20,782.335,780.45,54.357,77.912,768.079,21.135,5.391,263.149
2026-01-01 01:09:40,782.18,780.45,56.349,74.544,754.196,20.279,5.444,274.025
2026-01-01 01:10:00,782.053,780.45,59.532,75.251,791.809,21.076,5.488,289.478
2026-01-01 01:10:20,782.024,780.45,60.667,75.271,775.642,20.873,5.329,289.269
2026-01-01 01:10:40,782.494,780.46,60.007,78.883,816.983,20.422,5.429,289.076
2026-01-01 01:11:00,782.778,780.46,57.077,76.472,811.448,20.391,5.54,283.85
2026-01-01 01:11:20,782.808,780.46,57.519,74.003,780.119,19.597,5.338,275.051
2026-01-01 01:11:40,782.755,780.46,61.814,76.029,851.064,19.391,5.497,303.795
2026-01-01 01:12:00,782.796,780.46,58.204,73.225,753.933,20.393,5.334,278.894
2026-01-01 01:12:20,782.794,780.47,59.828,81.049,841.373,19.783,5.396,291.185
2026-01-01 01:12:40,783.54,780.47,59.528,77.737,803.568,20.275,5.28,279.809
2026-01-01 01:13:00,783.605,780.47,51.47,74.518,779.248,19.981,5.463,253.529
2026-01-01 01:13:20,783.621,780.47,60.162,79.203,848.271,19.231,5.378,292.44
2026-01-01 01:13:40,783.07,780.47,58.679,76.787,822.968,20.522,5.28,278.075
2026-01-01 01:14:00,782.743,780.48,58.464,77.746,749.94,20.061,5.451,286.355
2026-01-01 01:14:20,783.018,780.48,58.377,75.443,815.165,20.361,5.526,288.997
2026-01-01 01:14:40,783.045,780.48,58.657,76.716,815.561,19.78,5.474,286.119
2026-01-01 01:15:00,783.263,780.48,55.749,74.925,844.997,20.118,5.47,275.604
2026-01-01 01:15:20,783.314,780.48,54.05,76.45,826.441,21.257,5.505,267.019
2026-01-01 01:15:40,783.256,780.49,62.272,78.935,830.092,20.401,5.385,299.76
2026-01-01 01:16:00,783.366,780.49,54.783,74.635,781.099,20.657,5.451,266.438
2026-01-01 01:16:20,782.807,780.49,56.769,76.342,791.95,19.567,5.619,284.418
2026-01-01 01:16:40,782.462,780.49,58.708,78.444,790.464,21.766,5.455,287.754
2026-01-01 01:17:00,782.407,780.49,54.721,74.962,730.29,21.442,5.377,262.958
2026-01-01 01:17:20,782.621,780.5,57.299,78.497,860.548,21.156,5.472,282.968
2026-01-01 01:17:40,782.986,780.5,59.159,78.946,752.701,20.839,5.414,286.422
2026-01-01 01:18:00,783.149,780.5,61.728,81.421,815.568,20.353,5.442,299.041
2026-01-01 01:18:20,783.56,780.5,53.981,77.328,788.985,20.612,5.504,267.017
2026-01-01 01:18:40,783.586,780.5,53.638,75.408,793.56,20.979,5.402,260.757
2026-01-01 01:19:00,783.855,780.51,55.935,78.119,835.183,19.976,5.217,265.494
2026-01-01 01:19:20,783.495,780.51,54.772,77.297,769.979,20.089,5.432,268.3
2026-01-01 01:19:40,783.327,780.51,58.122,75.592,826.036,19.357,5.485,287.323
2026-01-01 01:20:00,783.11,780.51,56.534,78.811,826.86,19.899,5.586,284.197
2026-01-01 01:20:20,783.052,780.52,55.051,75.435,771.374,21.362,5.532,273.536
2026-01-01 01:20:40,783.103,780.52,62.477,80.419,847.666,20.167,5.42,302.562
2026-01-01 01:21:00,782.858,780.52,51.01,74.054,868.584,20.18,5.485,254.664
2026-01-01 01:21:20,782.186,780.52,64.024,79.717,898.544,20.565,5.427,310.565
2026-01-01 01:21:40,782.948,780.52,57.88,78.248,796.019,19.41,5.518,285.248
2026-01-01 01:22:00,783.013,780.53,58.389,76.26,816.788,20.947,5.435,281.87
2026-01-01 01:22:20,783.509,780.53,58.295,76.443,819.909,21.143,5.508,287.051
2026-01-01 01:22:40,783.263,780.53,59.041,79.79,838.89,20.612,5.581,294.715
2026-01-01 01:23:00,783.021,780.53,60.525,77.559,887.982,21.38,5.652,307.35
2026-01-01 01:23:20,783.099,780.53,54.893,76.419,831.569,19.596,5.329,263.247
2026-01-01 01:23:40,783.454,780.54,56.227,78.127,833.156,21.502,5.305,269.649
2026-01-01 01:24:00,783.848,780.54,52.991,75.876,761.121,19.96,5.374,255.634
2026-01-01 01:24:20,783.316,780.54,59.525,76.989,902.925,19.634,5.444,290.804
2026-01-01 01:24:40,783.655,780.54,56.546,77.78,789.698,20.262,5.407,275.439
2026-01-01 01:25:00,783.719,780.54,55.883,74.587,691.754,21.531,5.549,277.104
2026-01-01 01:25:20,783.717,780.55,56.857,75.998,709.377,20.399,5.386,272.3
2026-01-01 01:25:40,783.508,780.55,58.05,77.957,826.754,19.855,5.36,278.836
2026-01-01 01:26:00,783.396,780.55,57.179,78.84,755.175,19.641,5.556,284.754
2026-01-01 01:26:20,783.417,780.55,58.994,78.552,815.222,20.358,5.493,291.322
2026-01-01 01:26:40,783.586,780.55,54.91,74.088,745.872,19.227,5.473,267.028
2026-01-01 01:27:00,783.681,780.56,59.984,75.845,827.193,19.647,5.361,287.32
2026-01-01 01:27:20,783.243,780.56,57.925,76.234,839.185,21.356,5.536,287.018
2026-01-01 01:27:40,783.189,780.56,59.575,75.075,822.03,21.228,5.431,289.987
2026-01-01 01:28:00,783.083,780.56,53.254,73.992,783.103,20.36,5.461,261.799
2026-01-01 01:28:20,782.51,780.56,61.046,80.725,854.291,20.161,5.477,298.426
2026-01-01 01:28:40,782.204,780.57,56.494,74.889,797.099,20.479,5.561,279.772
2026-01-01 01:29:00,782.12,780.57,57.678,75.526,806.906,21.856,5.485,283.258
2026-01-01 01:29:20,782.483,780.57,58.129,77.726,792.755,20.693,5.395,281.211
2026-01-01 01:29:40,782.736,780.57,56.963,74.043,803.94,20.999,5.449,278.26
2026-01-01 01:30:00,782.793,780.57,57.655,77.105,900.505,20.335,5.504,284.709
2026-01-01 01:30:20,782.968,780.58,60.114,79.086,816.374,20.497,5.586,299.504
2026-01-01 01:30:40,783.1653333333333,780.58,58.003,76.565,759.76,20.852,5.418,281.566
2026-01-01 01:31:00,783.3626666666667,780.58,53.629,76.236,774.019,20.542,5.411,261.048
2026-01-01 01:31:20,783.56,780.58,53.331,75.292,805.047,19.332,5.511,264.779
2026-01-01 01:31:40,783.382,780.58,58.376,77.819,782.003,21.242,5.379,280.922
2026-01-01 01:32:00,783.101,780.59,61.04,78.057,860.779,20.108,5.399,296.182
2026-01-01 01:32:20,782.976,780.59,57.288,79.094,754.562,21.747,5.452,279.435
2026-01-01 01:32:40,783.063,780.59,57.523,76.683,813.243,20.896,5.485,282.55
2026-01-01 01:33:00,783.24,780.59,58.338,77.644,864.353,20.53,5.531,290.778
2026-01-01 01:33:20,783.207,780.59,53.093,74.065,790.79,20.754,5.463,260.815
2026-01-01 01:33:40,783.148,780.6,60.732,78.275,839.169,20.429,5.456,296.429
2026-01-01 01:34:00,782.734,780.6,59.006,76.677,817.861,20.206,5.495,288.571
2026-01-01 01:34:20,782.412,780.6,58.854,76.056,818.516,20.626,5.327,282.875
2026-01-01 01:34:40,782.727,780.6,58.15,74.268,843.229,21.036,5.456,283.963
2026-01-01 01:35:00,782.926,780.6,52.338,75.292,736.799,20.229,5.578,259.709
2026-01-01 01:35:20,782.823,780.61,59.754,77.952,874.85,20.138,5.512,296.528
2026-01-01 01:35:40,782.647,780.61,52.064,74.112,735.581,20.302,5.447,255.357
2026-01-01 01:36:00,782.512,780.61,61.649,76.14,872.306,21.09,5.507,305.386
2026-01-01 01:36:20,783.106,780.61,63.67,80.357,840.962,21.394,5.35,304.694
2026-01-01 01:36:40,783.67,780.61,56.384,73.666,842.96,20.743,5.483,277.432
2026-01-01 01:37:00,783.971,780.62,54.576,72.367,894.559,20.878,5.445,269.803
2026-01-01 01:37:20,784.182,780.62,59.003,77.998,875.39,20.155,5.456,291.416
2026-01-01 01:37:40,783.843,780.62,55.659,75.914,859.001,21.063,5.418,272.587
2026-01-01 01:38:00,783.529,780.62,57.708,76.402,809.334,20.871,5.56,285.575
2026-01-01 01:38:20,783.745,780.62,53.608,73.768,806.577,20.118,5.408,261.614
2026-01-01 01:38:40,783.777,780.63,58.875,76.337,860.894,19.475,5.362,281.715
2026-01-01 01:39:00,783.725,780.63,56.955,78.236,843.62,19.819,5.328,273.863
2026-01-01 01:39:20,783.46,780.63,55.834,75.237,837.006,20.153,5.274,265.35
2026-01-01 01:39:40,783.015,780.63,57.491,76.51,821.099,21.256,5.464,284.204
2026-01-01 01:40:00,782.597,780.63,60.674,82.724,805.515,21.494,5.384,289.535
2026-01-01 01:40:20,782.704,780.64,55.298,76.504,761.518,20.302,5.342,263.777
2026-01-01 01:40:40,782.761,780.64,59.652,75.416,853.227,20.325,5.425,289.197
2026-01-01 01:41:00,782.991,780.64,65.197,80.023,816.286,20.73,5.5,318.995
2026-01-01 01:41:20,783.16,780.64,58.037,78.699,813.553,20.584,5.437,281.901
2026-01-01 01:41:40,783.346,780.64,53.81,75.251,743.276,21.139,5.456,261.036
2026-01-01 01:42:00,782.894,780.65,56.775,79.769,829.198,20.271,5.538,283.643
2026-01-01 01:42:20,783.149,780.65,53.15,73.966,763.856,21.158,5.51,262.025
